path,file_name,class
./Audio_Dataset/training_data/metal/metal.00000.wav,metal.00000.wav,metal
./Audio_Dataset/training_data/metal/metal.00001.wav,metal.00001.wav,metal
./Audio_Dataset/training_data/metal/metal.00015.wav,metal.00015.wav,metal
./Audio_Dataset/training_data/metal/metal.00029.wav,metal.00029.wav,metal
./Audio_Dataset/training_data/metal/metal.00011.wav,metal.00011.wav,metal
./Audio_Dataset/training_data/metal/metal.00005.wav,metal.00005.wav,metal
./Audio_Dataset/training_data/metal/metal.00039.wav,metal.00039.wav,metal
./Audio_Dataset/training_data/metal/metal.00038.wav,metal.00038.wav,metal
./Audio_Dataset/training_data/metal/metal.00004.wav,metal.00004.wav,metal
./Audio_Dataset/training_data/metal/metal.00010.wav,metal.00010.wav,metal
./Audio_Dataset/training_data/metal/metal.00006.wav,metal.00006.wav,metal
./Audio_Dataset/training_data/metal/metal.00012.wav,metal.00012.wav,metal
./Audio_Dataset/training_data/metal/metal.00013.wav,metal.00013.wav,metal
./Audio_Dataset/training_data/metal/metal.00007.wav,metal.00007.wav,metal
./Audio_Dataset/training_data/classical/classical.00079.wav,classical.00079.wav,classical
./Audio_Dataset/training_data/classical/classical.00045.wav,classical.00045.wav,classical
./Audio_Dataset/training_data/classical/classical.00051.wav,classical.00051.wav,classical
./Audio_Dataset/training_data/classical/classical.00050.wav,classical.00050.wav,classical
./Audio_Dataset/training_data/classical/classical.00044.wav,classical.00044.wav,classical
./Audio_Dataset/training_data/classical/classical.00078.wav,classical.00078.wav,classical
./Audio_Dataset/training_data/classical/classical.00052.wav,classical.00052.wav,classical
./Audio_Dataset/training_data/classical/classical.00046.wav,classical.00046.wav,classical
./Audio_Dataset/training_data/classical/classical.00047.wav,classical.00047.wav,classical
./Audio_Dataset/training_data/classical/classical.00053.wav,classical.00053.wav,classical
./Audio_Dataset/training_data/classical/classical.00057.wav,classical.00057.wav,classical
./Audio_Dataset/training_data/classical/classical.00043.wav,classical.00043.wav,classical
./Audio_Dataset/training_data/classical/classical.00042.wav,classical.00042.wav,classical
./Audio_Dataset/training_data/classical/classical.00056.wav,classical.00056.wav,classical
./Audio_Dataset/training_data/classical/classical.00040.wav,classical.00040.wav,classical
./Audio_Dataset/training_data/classical/classical.00054.wav,classical.00054.wav,classical
./Audio_Dataset/training_data/classical/classical.00068.wav,classical.00068.wav,classical
./Audio_Dataset/training_data/classical/classical.00069.wav,classical.00069.wav,classical
./Audio_Dataset/training_data/classical/classical.00055.wav,classical.00055.wav,classical
./Audio_Dataset/training_data/classical/classical.00041.wav,classical.00041.wav,classical
./Audio_Dataset/training_data/classical/classical.00026.wav,classical.00026.wav,classical
./Audio_Dataset/training_data/classical/classical.00032.wav,classical.00032.wav,classical
./Audio_Dataset/training_data/classical/classical.00033.wav,classical.00033.wav,classical
./Audio_Dataset/training_data/classical/classical.00027.wav,classical.00027.wav,classical
./Audio_Dataset/training_data/classical/classical.00019.wav,classical.00019.wav,classical
./Audio_Dataset/training_data/classical/classical.00031.wav,classical.00031.wav,classical
./Audio_Dataset/training_data/classical/classical.00025.wav,classical.00025.wav,classical
./Audio_Dataset/training_data/classical/classical.00024.wav,classical.00024.wav,classical
./Audio_Dataset/training_data/classical/classical.00030.wav,classical.00030.wav,classical
./Audio_Dataset/training_data/classical/classical.00018.wav,classical.00018.wav,classical
./Audio_Dataset/training_data/classical/classical.00034.wav,classical.00034.wav,classical
./Audio_Dataset/training_data/classical/classical.00020.wav,classical.00020.wav,classical
./Audio_Dataset/training_data/classical/classical.00008.wav,classical.00008.wav,classical
./Audio_Dataset/training_data/classical/classical.00009.wav,classical.00009.wav,classical
./Audio_Dataset/training_data/classical/classical.00021.wav,classical.00021.wav,classical
./Audio_Dataset/training_data/classical/classical.00035.wav,classical.00035.wav,classical
./Audio_Dataset/training_data/classical/classical.00023.wav,classical.00023.wav,classical
./Audio_Dataset/training_data/classical/classical.00037.wav,classical.00037.wav,classical
./Audio_Dataset/training_data/classical/classical.00036.wav,classical.00036.wav,classical
./Audio_Dataset/training_data/classical/classical.00022.wav,classical.00022.wav,classical
./Audio_Dataset/training_data/classical/classical.00007.wav,classical.00007.wav,classical
./Audio_Dataset/training_data/classical/classical.00013.wav,classical.00013.wav,classical
./Audio_Dataset/training_data/classical/classical.00012.wav,classical.00012.wav,classical
./Audio_Dataset/training_data/classical/classical.00006.wav,classical.00006.wav,classical
./Audio_Dataset/training_data/classical/classical.00038.wav,classical.00038.wav,classical
./Audio_Dataset/training_data/classical/classical.00010.wav,classical.00010.wav,classical
./Audio_Dataset/training_data/classical/classical.00004.wav,classical.00004.wav,classical
./Audio_Dataset/training_data/classical/classical.00005.wav,classical.00005.wav,classical
./Audio_Dataset/training_data/classical/classical.00011.wav,classical.00011.wav,classical
./Audio_Dataset/training_data/classical/classical.00039.wav,classical.00039.wav,classical
./Audio_Dataset/training_data/classical/classical.00015.wav,classical.00015.wav,classical
./Audio_Dataset/training_data/classical/classical.00001.wav,classical.00001.wav,classical
./Audio_Dataset/training_data/classical/classical.00029.wav,classical.00029.wav,classical
./Audio_Dataset/training_data/classical/classical.00028.wav,classical.00028.wav,classical
./Audio_Dataset/training_data/classical/classical.00000.wav,classical.00000.wav,classical
./Audio_Dataset/training_data/classical/classical.00014.wav,classical.00014.wav,classical
./Audio_Dataset/training_data/classical/classical.00002.wav,classical.00002.wav,classical
./Audio_Dataset/training_data/classical/classical.00016.wav,classical.00016.wav,classical
./Audio_Dataset/training_data/classical/classical.00017.wav,classical.00017.wav,classical
./Audio_Dataset/training_data/classical/classical.00003.wav,classical.00003.wav,classical
./Audio_Dataset/training_data/classical/classical.00058.wav,classical.00058.wav,classical
./Audio_Dataset/training_data/classical/classical.00064.wav,classical.00064.wav,classical
./Audio_Dataset/training_data/classical/classical.00070.wav,classical.00070.wav,classical
./Audio_Dataset/training_data/classical/classical.00071.wav,classical.00071.wav,classical
./Audio_Dataset/training_data/classical/classical.00065.wav,classical.00065.wav,classical
./Audio_Dataset/training_data/classical/classical.00059.wav,classical.00059.wav,classical
./Audio_Dataset/training_data/classical/classical.00073.wav,classical.00073.wav,classical
./Audio_Dataset/training_data/classical/classical.00067.wav,classical.00067.wav,classical
./Audio_Dataset/training_data/classical/classical.00066.wav,classical.00066.wav,classical
./Audio_Dataset/training_data/classical/classical.00072.wav,classical.00072.wav,classical
./Audio_Dataset/training_data/classical/classical.00076.wav,classical.00076.wav,classical
./Audio_Dataset/training_data/classical/classical.00062.wav,classical.00062.wav,classical
./Audio_Dataset/training_data/classical/classical.00063.wav,classical.00063.wav,classical
./Audio_Dataset/training_data/classical/classical.00077.wav,classical.00077.wav,classical
./Audio_Dataset/training_data/classical/classical.00061.wav,classical.00061.wav,classical
./Audio_Dataset/training_data/classical/classical.00075.wav,classical.00075.wav,classical
./Audio_Dataset/training_data/classical/classical.00049.wav,classical.00049.wav,classical
./Audio_Dataset/training_data/classical/classical.00048.wav,classical.00048.wav,classical
./Audio_Dataset/training_data/classical/classical.00074.wav,classical.00074.wav,classical
./Audio_Dataset/training_data/classical/classical.00060.wav,classical.00060.wav,classical
